"","PU_4Km_ID","PU_1Km_ID","UpperOceanSR","survey_id","counts","effort","sample_size","species","depth","max_depth","gear"
"551","7853",29859,"(11) Mainland Fjords","wsb-23-09-2019_3",0,120,1,"sponge",5,5,"dive"
"552","7997",30715,"(13) Eastern Queen Charlotte Sound","sp-12-04-2017_1",0,120,1,"sponge",30,30,"dive"
"553","7997",30715,"(13) Eastern Queen Charlotte Sound","sp-12-04-2017_2",0,120,1,"sponge",20,20,"dive"
"554","7997",30716,"(13) Eastern Queen Charlotte Sound","T_144_1",0,82.5558,1,"sponge",35.53333333,35.53333333,"mid_video"
"555","7999",30049,"(11) Mainland Fjords","crg-06-03-2021_1",0,120,1,"sponge",24,24,"dive"
"556","7999",30049,"(11) Mainland Fjords","crg-06-03-2021_2",0,120,1,"sponge",18,18,"dive"
"557","7999",30049,"(11) Mainland Fjords","crg-06-03-2021_3",0,120,1,"sponge",5,5,"dive"
"558","7999",30049,"(11) Mainland Fjords","crg-27-09-2020_1",0,120,1,"sponge",22,22,"dive"
"559","7999",30049,"(11) Mainland Fjords","crg-27-09-2020_2",0,120,1,"sponge",9,9,"dive"
"560","7999",30049,"(11) Mainland Fjords","crg-27-09-2020_3",0,120,1,"sponge",4,4,"dive"
"561","7999",30049,"(11) Mainland Fjords","jct-06-03-2021_1",0,120,1,"sponge",15,15,"dive"
"562","7999",30049,"(11) Mainland Fjords","jct-06-03-2021_2",0,120,1,"sponge",9,9,"dive"
"563","7999",30049,"(11) Mainland Fjords","jct-06-03-2021_3",0,120,1,"sponge",6,6,"dive"
"564","7999",30049,"(11) Mainland Fjords","jct-27-09-2020_1",0.125,120,1,"sponge",30,30,"dive"
"565","7999",30049,"(11) Mainland Fjords","jct-27-09-2020_2",0,120,1,"sponge",15,15,"dive"
"566","8000",30053,"(11) Mainland Fjords","kww-27-09-2020_1",0.208333333333333,120,1,"sponge",32,32,"dive"
"567","8000",30053,"(11) Mainland Fjords","kww-27-09-2020_2",0,120,1,"sponge",17,17,"dive"
"568","8000",30053,"(11) Mainland Fjords","kww-27-09-2020_3",0,120,1,"sponge",5,5,"dive"
"569","8000",30053,"(11) Mainland Fjords","mkw-13-03-2021_1",0.0416666666666667,120,1,"sponge",27,27,"dive"
"570","8000",30053,"(11) Mainland Fjords","mkw-13-03-2021_2",0,120,1,"sponge",18,18,"dive"
"571","8000",30053,"(11) Mainland Fjords","mkw-13-03-2021_3",0,120,1,"sponge",5,5,"dive"
"572","8001",30058,"(11) Mainland Fjords","kw-23-10-16_1",0,120,1,"sponge",32,32,"dive"
"573","8001",30058,"(11) Mainland Fjords","kw-23-10-16_2",0,120,1,"sponge",20,20,"dive"
"574","8001",30058,"(11) Mainland Fjords","T_47_1",0,122.6222,1,"sponge",30.18,30.18,"mid_video"
"575","8001",30058,"(11) Mainland Fjords","T_47_10",0.125,104.4268,1,"sponge",105.95,105.95,"mid_video"
"576","8001",30058,"(11) Mainland Fjords","T_47_11",0.125,79.3778,1,"sponge",107,107,"mid_video"
"577","8001",30058,"(11) Mainland Fjords","T_47_2",0,77.4584,1,"sponge",33.66666667,33.66666667,"mid_video"
"578","8001",30058,"(11) Mainland Fjords","T_47_3",0,120.0237,1,"sponge",60.6,60.6,"mid_video"
"579","8001",30058,"(11) Mainland Fjords","T_47_4",0,99.9651,1,"sponge",82.325,82.325,"mid_video"
"580","8001",30058,"(11) Mainland Fjords","T_47_6",0.125,113.7392,1,"sponge",134.06,134.06,"mid_video"
"581","8001",30499,"(11) Mainland Fjords","exp-24-09-2019_1",0,120,1,"sponge",33,33,"dive"
"582","8001",30499,"(11) Mainland Fjords","exp-24-09-2019_2",0,120,1,"sponge",18,18,"dive"
"583","8001",30499,"(11) Mainland Fjords","exp-24-09-2019_3",0,120,1,"sponge",5,5,"dive"
"584","8002",30285,"(11) Mainland Fjords","kwp-13-19-2019_1",0,120,1,"sponge",25,25,"dive"
"585","8002",30285,"(11) Mainland Fjords","kwp-13-19-2019_2",0,120,1,"sponge",18,18,"dive"
"586","8002",30285,"(11) Mainland Fjords","kwp-13-19-2019_3",0,120,1,"sponge",5,5,"dive"
"587","8003",30065,"(11) Mainland Fjords","jhu-13-09-2019_1",0.375,120,1,"sponge",29,29,"dive"
"588","8003",30065,"(11) Mainland Fjords","jhu-13-09-2019_2",0,120,1,"sponge",17,17,"dive"
"589","8009",30743,"(11) Mainland Fjords","hft-21-09-2019_1",0.375,120,1,"sponge",27,27,"dive"
"590","8009",30743,"(11) Mainland Fjords","hft-21-09-2019_2",0.125,120,1,"sponge",15,15,"dive"
"591","8009",30743,"(11) Mainland Fjords","hft-21-09-2019_3",0,120,1,"sponge",5,5,"dive"
"592","8010",30075,"(11) Mainland Fjords","mcp-13-08-2018_1",0.375,120,1,"sponge",30,30,"dive"
"593","8010",30075,"(11) Mainland Fjords","mcp-13-08-2018_2",0,120,1,"sponge",20,20,"dive"
"594","8010",30075,"(11) Mainland Fjords","mcp-13-08-2018_3",0,120,1,"sponge",5,5,"dive"
"595","8010",30519,"(11) Mainland Fjords","rps-18-04-2019_1",0.375,120,1,"sponge",15,15,"dive"
"596","8010",30519,"(11) Mainland Fjords","rps-18-04-2019_2",0,120,1,"sponge",10,10,"dive"
"597","8010",30519,"(11) Mainland Fjords","rps-18-04-2019_3",0.458333333333333,120,1,"sponge",12,12,"dive"
"598","8011",30748,"(11) Mainland Fjords","klb-24-04-2019_1",0.0416666666666667,120,1,"sponge",28,28,"dive"
"599","8011",30748,"(11) Mainland Fjords","klb-24-04-2019_2",0.625,120,1,"sponge",18,18,"dive"
"600","8012",30749,"(11) Mainland Fjords","ekb-23-09-2019_1",0.0833333333333333,120,1,"sponge",30,30,"dive"
"601","8012",30749,"(11) Mainland Fjords","ekb-23-09-2019_2",0.125,120,1,"sponge",18,18,"dive"
"602","8012",30749,"(11) Mainland Fjords","ekb-23-09-2019_3",0,120,1,"sponge",5,5,"dive"
"603","8155",31161,"(11) Mainland Fjords","T_123_1",0.125,120.9502,1,"sponge",80.025,80.025,"mid_video"
"604","8155",31161,"(11) Mainland Fjords","T_123_11",0.125,82.8908,1,"sponge",106.6,106.6,"mid_video"
"605","8155",31161,"(11) Mainland Fjords","T_123_13",0.125,94.0874,1,"sponge",119.1,119.1,"mid_video"
"606","8155",31161,"(11) Mainland Fjords","T_123_2",0.125,123.1082,1,"sponge",81.1,81.1,"mid_video"
"607","8155",31161,"(11) Mainland Fjords","T_123_3",0.125,78.518,1,"sponge",81.1,81.1,"mid_video"
"608","8155",31161,"(11) Mainland Fjords","T_123_7",0.125,101.9515,1,"sponge",85.1,85.1,"mid_video"
"609","8155",31161,"(11) Mainland Fjords","T_123_8",0.125,83.9814,1,"sponge",98.33333333,98.33333333,"mid_video"
"610","8155",31161,"(11) Mainland Fjords","T_123_9",0.125,102.5314,1,"sponge",96.1,96.1,"mid_video"
"611","8155",31162,"(11) Mainland Fjords","T_124_1",0,92.5522,1,"sponge",84.78333333,84.78333333,"mid_video"
"612","8155",31162,"(11) Mainland Fjords","T_124_11",0.125,126.0745,1,"sponge",117.6,117.6,"mid_video"
"613","8155",31162,"(11) Mainland Fjords","T_124_2",0,86.1639,1,"sponge",73.4,73.4,"mid_video"
"614","8155",31162,"(11) Mainland Fjords","T_124_3",0,76.7693,1,"sponge",73.4,73.4,"mid_video"
"615","8155",31162,"(11) Mainland Fjords","T_124_4",0.125,122.6699,1,"sponge",92,92,"mid_video"
"616","8155",31162,"(11) Mainland Fjords","T_124_9",0.125,87.0347,1,"sponge",104.94,104.94,"mid_video"
"617","8155",31593,"(13) Eastern Queen Charlotte Sound","T_158_1",0,124.4542,1,"sponge",67.4,67.4,"mid_video"
"618","8155",31593,"(13) Eastern Queen Charlotte Sound","T_158_2",0.09375,93.4535,1,"sponge",78.64166667,78.64166667,"mid_video"
"619","8155",31593,"(13) Eastern Queen Charlotte Sound","T_158_5",0.125,92.638,1,"sponge",106.4,106.4,"mid_video"
"620","8155",31593,"(13) Eastern Queen Charlotte Sound","T_158_6",0.125,103.866,1,"sponge",124.5545455,124.5545455,"mid_video"
"621","8156",30941,"(11) Mainland Fjords","sl-14-04-2017_1",0,120,1,"sponge",34,34,"dive"
"622","8156",30941,"(11) Mainland Fjords","sl-14-04-2017_2",0,120,1,"sponge",20,20,"dive"
"623","8156",30941,"(11) Mainland Fjords","slw-25-09-2017_1",0,120,1,"sponge",30,30,"dive"
"624","8156",30941,"(11) Mainland Fjords","slw-25-09-2017_2",0,120,1,"sponge",18,18,"dive"
"625","8156",30943,"(11) Mainland Fjords","ddl-12-03-2021_1",0,120,1,"sponge",30,30,"dive"
"626","8156",30943,"(11) Mainland Fjords","ddl-12-03-2021_2",0,120,1,"sponge",17,17,"dive"
"627","8156",30943,"(11) Mainland Fjords","ddl-12-03-2021_3",0,120,1,"sponge",6,6,"dive"
"628","8156",31165,"(11) Mainland Fjords","odl-25-09-2017_1",0,120,1,"sponge",30,30,"dive"
"629","8156",31165,"(11) Mainland Fjords","odl-25-09-2017_2",0,120,1,"sponge",18,18,"dive"
"630","8156",31166,"(11) Mainland Fjords","mnr-13-09-2020_1",0,120,1,"sponge",24,24,"dive"
"631","8156",31166,"(11) Mainland Fjords","mnr-13-09-2020_2",0,120,1,"sponge",14,14,"dive"
"632","8156",31166,"(11) Mainland Fjords","mr-18-04-2017_1",0,120,1,"sponge",30,30,"dive"
"633","8156",31166,"(11) Mainland Fjords","mr-18-04-2017_2",0,120,1,"sponge",20,20,"dive"
"634","8156",31166,"(11) Mainland Fjords","pr-21-10-16_1",0,120,1,"sponge",30,30,"dive"
"635","8156",31166,"(11) Mainland Fjords","pr-21-10-16_2",0,120,1,"sponge",20,20,"dive"
"636","8156",31166,"(11) Mainland Fjords","ptr-12-03-2021_1",0,120,1,"sponge",32,32,"dive"
"637","8156",31166,"(11) Mainland Fjords","ptr-12-03-2021_2",0,120,1,"sponge",20,20,"dive"
"638","8156",31597,"(11) Mainland Fjords","T_118_5",0,82.3939,1,"sponge",52.22777778,52.22777778,"mid_video"
"639","8156",31597,"(11) Mainland Fjords","T_82_1",0.125,129.6771,1,"sponge",100.4875,100.4875,"mid_video"
"640","8156",31597,"(11) Mainland Fjords","T_82_4",0.125,84.7992,1,"sponge",124.3333333,124.3333333,"mid_video"
"641","8157",30944,"(11) Mainland Fjords","rr-21-10-16_1",0,120,1,"sponge",33,33,"dive"
"642","8157",30944,"(11) Mainland Fjords","rr-21-10-16_2",0,120,1,"sponge",21,21,"dive"
"643","8157",30945,"(11) Mainland Fjords","rat-26-09-2019_1",0,120,1,"sponge",27,27,"dive"
"644","8157",30945,"(11) Mainland Fjords","rat-26-09-2019_2",0,120,1,"sponge",16,16,"dive"
"645","8157",30945,"(11) Mainland Fjords","rtp-21-09-2017_1",0,120,1,"sponge",26,26,"dive"
"646","8157",30945,"(11) Mainland Fjords","rtp-22-09-2017_2",0,120,1,"sponge",16,16,"dive"
"647","8157",30945,"(11) Mainland Fjords","rtp-22-09-2017_3",0,120,1,"sponge",5,5,"dive"
"648","8157",31167,"(11) Mainland Fjords","fos-13-09-2020_1",0,120,1,"sponge",29,29,"dive"
"649","8157",31167,"(11) Mainland Fjords","fos-13-09-2020_2",0,120,1,"sponge",18,18,"dive"
"650","8157",31167,"(11) Mainland Fjords","fos-13-09-2020_3",0,120,1,"sponge",5,5,"dive"
"651","8157",31169,"(11) Mainland Fjords","rtb-25-09-2017_1",0,120,1,"sponge",22,22,"dive"
"652","8157",31169,"(11) Mainland Fjords","rtb-25-09-2017_2",0,120,1,"sponge",15,15,"dive"
"653","8157",31391,"(11) Mainland Fjords","bar-13-09-2020_1",0.0416666666666667,120,1,"sponge",30,30,"dive"
"654","8157",31391,"(11) Mainland Fjords","bar-13-09-2020_2",0,120,1,"sponge",20,20,"dive"
"655","8157",31391,"(11) Mainland Fjords","bar-13-09-2020_3",0,120,1,"sponge",5,5,"dive"
"656","8157",31391,"(11) Mainland Fjords","bes-13-03-2021_1",0,120,1,"sponge",32,32,"dive"
"657","8157",31391,"(11) Mainland Fjords","bes-13-03-2021_2",0,120,1,"sponge",18,18,"dive"
"658","8157",31603,"(11) Mainland Fjords","rtk-13-03-2021_1",0,120,1,"sponge",29,29,"dive"
"659","8157",31603,"(11) Mainland Fjords","rtk-13-03-2021_2",0,120,1,"sponge",18,18,"dive"
"660","8159",30947,"(11) Mainland Fjords","fht-20-09-2020_1",0.0833333333333333,120,1,"sponge",32,32,"dive"
"661","8159",30947,"(11) Mainland Fjords","fht-20-09-2020_2",0,120,1,"sponge",16,16,"dive"
"662","8159",30947,"(11) Mainland Fjords","fht-20-09-2020_3",0,120,1,"sponge",6,6,"dive"
"663","8159",30947,"(11) Mainland Fjords","fht-21-10-2018_1",0.541666666666667,120,1,"sponge",30,30,"dive"
"664","8160",31178,"(11) Mainland Fjords","kwp1-13-09-2019_1",0.375,120,1,"sponge",30,30,"dive"
"665","8160",31178,"(11) Mainland Fjords","kwp1-13-09-2019_2",0,120,1,"sponge",18,18,"dive"
"666","8160",31178,"(11) Mainland Fjords","kwp2-13-09-2019_1",0.375,120,1,"sponge",30,30,"dive"
"667","8160",31178,"(11) Mainland Fjords","kwp2-13-09-2019_2",0.125,120,1,"sponge",17,17,"dive"
"668","8160",31613,"(11) Mainland Fjords","wbp-20-09-2020_1",0.125,120,1,"sponge",28,28,"dive"
"669","8160",31613,"(11) Mainland Fjords","wbp-20-09-2020_2",0,120,1,"sponge",19,19,"dive"
"670","8160",31613,"(11) Mainland Fjords","wby-26-09-2017_1",0.125,120,1,"sponge",30,30,"dive"
"671","8160",31613,"(11) Mainland Fjords","wby-26-09-2017_2",0.125,120,1,"sponge",18,18,"dive"
"672","8160",31613,"(11) Mainland Fjords","wpt-14-09-2019_1",0.375,120,1,"sponge",28,28,"dive"
"673","8160",31613,"(11) Mainland Fjords","wpt-14-09-2019_2",0,120,1,"sponge",18,18,"dive"
"674","8165",31185,"(11) Mainland Fjords","drc-21-09-2019_1",0.125,120,1,"sponge",28,28,"dive"
"675","8165",31185,"(11) Mainland Fjords","drc-21-09-2019_2",0.125,120,1,"sponge",15,15,"dive"
"676","8165",31185,"(11) Mainland Fjords","drc-21-09-2019_3",0,120,1,"sponge",5,5,"dive"
"677","8168",30970,"(11) Mainland Fjords","owl-21-09-2019_1",0.375,120,1,"sponge",25,25,"dive"
"678","8168",30970,"(11) Mainland Fjords","owl-21-09-2019_2",0.125,120,1,"sponge",18,18,"dive"
"679","8168",30970,"(11) Mainland Fjords","owl-21-09-2019_3",0,120,1,"sponge",5,5,"dive"
"680","8312",31802,"(13) Eastern Queen Charlotte Sound","T_131_1",0,79.5944,1,"sponge",105.6,105.6,"mid_video"
"681","8312",32444,"(13) Eastern Queen Charlotte Sound","T_130_1",0,94.4575,1,"sponge",30.3,30.3,"mid_video"
"682","8312",32444,"(13) Eastern Queen Charlotte Sound","T_130_5",0,101.6895,1,"sponge",30.3,30.3,"mid_video"
"683","8313",31807,"(11) Mainland Fjords","npt-21-09-2017_1",0,120,1,"sponge",30,30,"dive"
"684","8313",31807,"(11) Mainland Fjords","npt-21-09-2017_2",0,120,1,"sponge",16,16,"dive"
"685","8313",32018,"(11) Mainland Fjords","T_159_1",0,111.8253,1,"sponge",44.33333333,44.33333333,"mid_video"
"686","8313",32020,"(11) Mainland Fjords","T_117_1",0,129.8954,1,"sponge",31.57606838,31.57606838,"mid_video"
"687","8313",32020,"(11) Mainland Fjords","T_117_2",0,124.8362,1,"sponge",18.85,18.85,"mid_video"
"688","8313",32020,"(11) Mainland Fjords","T_117_3",0,118.6718,1,"sponge",27.57605634,27.57605634,"mid_video"
"689","8313",32020,"(11) Mainland Fjords","T_117_4",0,95.3806,1,"sponge",24.61578947,24.61578947,"mid_video"
"690","8313",32020,"(11) Mainland Fjords","T_117_8",0,128.2948,1,"sponge",20.51698113,20.51698113,"mid_video"
"691","8313",32020,"(11) Mainland Fjords","T_117_9",0,78.2439,1,"sponge",19.5,19.5,"mid_video"
"692","8314",31808,"(11) Mainland Fjords","sr-18-04-2017_1",0,120,1,"sponge",26,26,"dive"
"693","8314",31808,"(11) Mainland Fjords","sr-18-04-2017_2",0,120,1,"sponge",20,20,"dive"
"694","8314",31809,"(11) Mainland Fjords","dk-18-04-2017_1",0,120,1,"sponge",29,29,"dive"
"695","8314",31809,"(11) Mainland Fjords","dk-18-04-2017_2",0,120,1,"sponge",18,18,"dive"
"696","8314",31809,"(11) Mainland Fjords","T_118_1",0,129.7926,1,"sponge",17.78117647,17.78117647,"mid_video"
"697","8314",31809,"(11) Mainland Fjords","T_118_2",0,125.7292,1,"sponge",18.44,18.44,"mid_video"
"698","8314",31809,"(11) Mainland Fjords","T_118_3",0,122.9061,1,"sponge",25.38148148,25.38148148,"mid_video"
"699","8314",31809,"(11) Mainland Fjords","T_118_4",0,125.9494,1,"sponge",46.81698113,46.81698113,"mid_video"
"700","8314",32234,"(11) Mainland Fjords","stp-21-09-2017_1",0,120,1,"sponge",30,30,"dive"
"701","8314",32234,"(11) Mainland Fjords","stp-21-09-2017_2",0,120,1,"sponge",21,21,"dive"
"702","8314",32237,"(11) Mainland Fjords","sb-21-10-16_1",0,120,1,"sponge",31,31,"dive"
"703","8314",32237,"(11) Mainland Fjords","sb-21-10-16_2",0,120,1,"sponge",20,20,"dive"
"704","8315",31812,"(11) Mainland Fjords","bri-13-09-2020_1",0,120,1,"sponge",31,31,"dive"
"705","8315",31812,"(11) Mainland Fjords","bri-13-09-2020_2",0,120,1,"sponge",16,16,"dive"
"706","8315",31812,"(11) Mainland Fjords","bri-13-09-2020_3",0,120,1,"sponge",5,5,"dive"
"707","8315",31812,"(11) Mainland Fjords","T_147_1",0,123.9069,1,"sponge",42.41764706,42.41764706,"mid_video"
"708","8315",31812,"(11) Mainland Fjords","T_147_2",0,102.7953,1,"sponge",46.35833333,46.35833333,"mid_video"
"709","8315",31812,"(11) Mainland Fjords","T_147_5",0,106.2909,1,"sponge",63,63,"mid_video"
"710","8315",31813,"(11) Mainland Fjords","T_46_1",0.375,126.3344,1,"sponge",69.08039216,69.08039216,"mid_video"
"711","8315",31813,"(11) Mainland Fjords","T_46_2",0.125,119.7864,1,"sponge",74.8525,74.8525,"mid_video"
"712","8315",31813,"(11) Mainland Fjords","T_46_3",0.125,122.4381,1,"sponge",47.61764706,47.61764706,"mid_video"
"713","8315",31813,"(11) Mainland Fjords","T_46_4",0.34,125.5722,1,"sponge",91.468,91.468,"mid_video"
"714","8315",31813,"(11) Mainland Fjords","T_46_5",0.375,122.4893,1,"sponge",112.8810345,112.8810345,"mid_video"
"715","8315",31813,"(11) Mainland Fjords","T_46_6",0.28125,119.9001,1,"sponge",111.0208333,111.0208333,"mid_video"
"716","8315",31813,"(11) Mainland Fjords","T_46_7",0.125,113.955,1,"sponge",108.1878788,108.1878788,"mid_video"
"717","8315",31813,"(11) Mainland Fjords","T_46_8",0.072916666625,124.4243,1,"sponge",109.3666667,109.3666667,"mid_video"
"718","8315",31813,"(11) Mainland Fjords","T_46_9",0,113.4288,1,"sponge",115.3176471,115.3176471,"mid_video"
"719","8315",31813,"(11) Mainland Fjords","T_59_1",0.125,128.2412,1,"sponge",49.71363636,49.71363636,"mid_video"
"720","8315",31813,"(11) Mainland Fjords","T_59_2",0.125,116.114,1,"sponge",58.68135593,58.68135593,"mid_video"
"721","8315",31813,"(11) Mainland Fjords","T_59_3",0.125,98.3431,1,"sponge",63.075,63.075,"mid_video"
"722","8315",31813,"(11) Mainland Fjords","T_59_4",0.125,117.327,1,"sponge",75.446875,75.446875,"mid_video"
"723","8315",31813,"(11) Mainland Fjords","T_59_5",0.095,116.9073,1,"sponge",83.696,83.696,"mid_video"
"724","8315",31813,"(11) Mainland Fjords","T_59_6",0.03125,113.2099,1,"sponge",127.025,127.025,"mid_video"
"725","8315",31813,"(11) Mainland Fjords","T_59_7",0.125,122.7555,1,"sponge",120.9,120.9,"mid_video"
"726","8315",31813,"(11) Mainland Fjords","T_59_8",0.125,119.1239,1,"sponge",140.5865177,140.5865177,"mid_video"
"727","8315",32240,"(11) Mainland Fjords","nmr-10-03-2021_1",0,120,1,"sponge",30,30,"dive"
"728","8315",32240,"(11) Mainland Fjords","nmr-10-03-2021_2",0,120,1,"sponge",18,18,"dive"
"729","8315",32241,"(11) Mainland Fjords","joe-24-09-2019_1",0,120,1,"sponge",30,30,"dive"
"730","8315",32241,"(11) Mainland Fjords","joe-24-09-2019_2",0,120,1,"sponge",18,18,"dive"
"731","8315",32241,"(11) Mainland Fjords","joe-24-09-2019_3",0,120,1,"sponge",5,5,"dive"
"732","8315",32241,"(11) Mainland Fjords","T_114_1",0.045212766,122.5851,1,"sponge",36.6,36.6,"mid_video"
"733","8315",32241,"(11) Mainland Fjords","T_114_2",0.125,118.8376,1,"sponge",53.18571429,53.18571429,"mid_video"
"734","8315",32241,"(11) Mainland Fjords","T_114_3",0.125,124.2373,1,"sponge",75.76666667,75.76666667,"mid_video"
"735","8315",32241,"(11) Mainland Fjords","T_114_4",0.125,126.6787,1,"sponge",85.7462963,85.7462963,"mid_video"
"736","8316",31817,"(11) Mainland Fjords","nmr-22-09-2020_1",0,120,1,"sponge",27,27,"dive"
"737","8316",31817,"(11) Mainland Fjords","nmr-22-09-2020_2",0,120,1,"sponge",16,16,"dive"
"738","8316",32031,"(11) Mainland Fjords","gld-22-09-2020_1",0,120,1,"sponge",27,27,"dive"
"739","8316",32031,"(11) Mainland Fjords","gld-22-09-2020_2",0,120,1,"sponge",15,15,"dive"
"740","8316",32031,"(11) Mainland Fjords","gld-22-09-2020_3",0,120,1,"sponge",5,5,"dive"
"741","8316",32243,"(11) Mainland Fjords","T_113_1",0.125,126.6738,1,"sponge",50.88,50.88,"mid_video"
"742","8316",32243,"(11) Mainland Fjords","T_113_2",0.105,114.2718,1,"sponge",71.7,71.7,"mid_video"
"743","8316",32243,"(11) Mainland Fjords","T_113_3",0,117.5974,1,"sponge",79.91428571,79.91428571,"mid_video"
"744","8316",32243,"(11) Mainland Fjords","T_113_4",0,114.0968,1,"sponge",98.0047619,98.0047619,"mid_video"
"745","8316",32460,"(11) Mainland Fjords","blp-21-10-2018_1",0,120,1,"sponge",27,27,"dive"
"746","8316",32460,"(11) Mainland Fjords","blp-21-10-2018_2",0,120,1,"sponge",17,17,"dive"
"747","8316",32460,"(11) Mainland Fjords","blp-21-10-2018_3",0,120,1,"sponge",5,5,"dive"
"748","8318",32040,"(11) Mainland Fjords","fho-14-09-2019_1",0.541666666666667,120,1,"sponge",32,32,"dive"
"749","8318",32040,"(11) Mainland Fjords","fho-14-09-2019_2",0,120,1,"sponge",14,14,"dive"
"750","8318",32040,"(11) Mainland Fjords","T_99_10",0.125,115.8852,1,"sponge",35.80869565,35.80869565,"mid_video"
"751","8318",32253,"(11) Mainland Fjords","T_99_1",0,112.8905,1,"sponge",28.50769231,28.50769231,"mid_video"
"752","8318",32253,"(11) Mainland Fjords","T_99_3",0,78.4416,1,"sponge",29.94736842,29.94736842,"mid_video"
"753","8318",32253,"(11) Mainland Fjords","T_99_8",0.125,126.7574,1,"sponge",38.4,38.4,"mid_video"
"754","8318",32253,"(11) Mainland Fjords","T_99_9",0.125,118.6918,1,"sponge",40.46857143,40.46857143,"mid_video"
"755","8318",32469,"(11) Mainland Fjords","skb-14-09-2019_1",0,120,1,"sponge",30,30,"dive"
"756","8318",32469,"(11) Mainland Fjords","skb-14-09-2019_2",0.25,120,1,"sponge",18,18,"dive"
"757","8318",32469,"(11) Mainland Fjords","skb-14-09-2019_3",0,120,1,"sponge",5,5,"dive"
"758","8326",31828,"(11) Mainland Fjords","msw-21-09-2019_1",0.625,120,1,"sponge",33,33,"dive"
"759","8326",31828,"(11) Mainland Fjords","msw-21-09-2019_2",0.458333333333333,120,1,"sponge",18,18,"dive"
"760","8326",31828,"(11) Mainland Fjords","msw-21-09-2019_3",0,120,1,"sponge",5,5,"dive"
"761","8326",32254,"(11) Mainland Fjords","T_7_3",0,80.5835,1,"sponge",58.2168,58.2168,"mid_video"
"762","8326",32254,"(11) Mainland Fjords","T_7_4",0.03125,106.6199,1,"sponge",52.4256,52.4256,"mid_video"
"763","8326",32254,"(11) Mainland Fjords","T_7_5",0,77.8238,1,"sponge",52.28373333,52.28373333,"mid_video"
"764","8326",32472,"(11) Mainland Fjords","nn2-18-04-2019_1",0,120,1,"sponge",25,25,"dive"
"765","8326",32472,"(11) Mainland Fjords","nn2-18-04-2019_2",0,120,1,"sponge",15,15,"dive"
"766","8326",32472,"(11) Mainland Fjords","nn2-18-04-2019_3",0,120,1,"sponge",15,15,"dive"
"767","8326",32472,"(11) Mainland Fjords","T_11_3",0,76.5624,1,"sponge",41,41,"mid_video"
"768","8326",32472,"(11) Mainland Fjords","T_11_5",0,79.5932,1,"sponge",41,41,"mid_video"
"769","8326",32472,"(11) Mainland Fjords","T_3_1",0,100.1315,1,"sponge",35.66666667,35.66666667,"mid_video"
"770","8326",32472,"(11) Mainland Fjords","T_34_1",0,82.3567,1,"sponge",23.83333333,23.83333333,"mid_video"
"771","8470",33104,"(13) Eastern Queen Charlotte Sound","T_56B_1",0,126.2535,1,"sponge",29.60147059,29.60147059,"mid_video"
"772","8470",33104,"(13) Eastern Queen Charlotte Sound","T_56B_2",0,125.0544,1,"sponge",26.78312693,26.78312693,"mid_video"
"773","8470",33104,"(13) Eastern Queen Charlotte Sound","T_56B_3",0,93.0475,1,"sponge",14.51867409,14.51867409,"mid_video"
"774","8470",33320,"(13) Eastern Queen Charlotte Sound","sb-12-04-2017_1",0,120,1,"sponge",31,31,"dive"
"775","8470",33320,"(13) Eastern Queen Charlotte Sound","sb-12-04-2017_2",0,120,1,"sponge",20,20,"dive"
"776","8470",33323,"(13) Eastern Queen Charlotte Sound","br-18-10-16_1",0,120,1,"sponge",33,33,"dive"
"777","8470",33323,"(13) Eastern Queen Charlotte Sound","br-18-10-16_2",0,120,1,"sponge",23,23,"dive"
"778","8470",33323,"(13) Eastern Queen Charlotte Sound","kdp-21-09-2020_1",0,120,1,"sponge",30,30,"dive"
"779","8470",33323,"(13) Eastern Queen Charlotte Sound","kdp-21-09-2020_2",0,120,1,"sponge",14,14,"dive"
"780","8470",33323,"(13) Eastern Queen Charlotte Sound","kdp-21-09-2020_3",0,120,1,"sponge",6,6,"dive"
"781","8470",33323,"(13) Eastern Queen Charlotte Sound","T_56a_1",0,126.4822,1,"sponge",29.69642857,29.69642857,"mid_video"
"782","8470",33323,"(13) Eastern Queen Charlotte Sound","T_56a_2",0,125.2597,1,"sponge",40.3,40.3,"mid_video"
"783","8470",33323,"(13) Eastern Queen Charlotte Sound","T_56a_3",0,126.4911,1,"sponge",45.58367347,45.58367347,"mid_video"
"784","8470",33323,"(13) Eastern Queen Charlotte Sound","T_56a_4",0,92.2113,1,"sponge",44.86153846,44.86153846,"mid_video"
"785","8473",32675,"(11) Mainland Fjords","wsm-10-03-2021_1",0,120,1,"sponge",18,18,"dive"
"786","8473",32675,"(11) Mainland Fjords","wsm-10-03-2021_2",0,120,1,"sponge",5,5,"dive"
"787","8473",32676,"(11) Mainland Fjords","wdc-07-03-2021_1",0.0416666666666667,120,1,"sponge",31,31,"dive"
"788","8473",32676,"(11) Mainland Fjords","wdc-07-03-2021_2",0,120,1,"sponge",17,17,"dive"
"789","8473",32676,"(11) Mainland Fjords","wdc-07-03-2021_3",0,120,1,"sponge",4,4,"dive"
"790","8473",33114,"(11) Mainland Fjords","nal-26-09-2019_1",0,120,1,"sponge",30,30,"dive"
"791","8473",33114,"(11) Mainland Fjords","nal-26-09-2019_2",0,120,1,"sponge",15,15,"dive"
"792","8473",33332,"(11) Mainland Fjords","nlc-12-03-2021_1",0,120,1,"sponge",28,28,"dive"
