"","PU_1Km_ID","species","normalized_lambda","normalized_cpue","PU_4Km_ID","depth","max_depth","UpperOceanSR","sample_sizes","dive_samps","hook_samps","mid_samps","deep_samps","quantilelambda","quantileCPUE"
"1031",46644,"brown",0.00591248181334773,0,10675,23,29,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,5,7
"1032",46664,"brown",0.00684331458390926,0,10680,18,20,"(11) Mainland Fjords",2,2,0,0,0,6,7
"1033",46672,"brown",0.00147540977593299,0,10682,23.5,26,"(11) Mainland Fjords",2,2,0,0,0,3,7
"1034",46674,"brown",1.88184024941434e-07,0,10683,60.5923409133333,65.85245902,"(11) Mainland Fjords",3,0,0,4,0,1,7
"1035",46929,"brown",0.00269513063265404,0,10675,23,27,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,4,7
"1036",46930,"brown",0.0372766534635817,0,10675,20,35,"(13) Eastern Queen Charlotte Sound",7,7,0,0,0,8,7
"1037",47215,"brown",0.00310914708644334,0,10676,23,27,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0,4,7
"1038",47245,"brown",0.00429624139185964,0,10685,23,28,"(11) Mainland Fjords",2,2,0,0,0,4,7
"1039",47566,"brown",0.0282363033653725,0,10863,19,33,"(11) Mainland Fjords",3,3,0,0,0,7,7
"1040",47817,"brown",2.3034401877702e-05,0,10845,30,30,"(11) Mainland Fjords",1,1,0,0,0,1,7
"1041",47820,"brown",0.000244927028188688,0,10846,41.24602338,52.54324324,"(11) Mainland Fjords",5,0,1,6,0,2,7
"1042",48414,"brown",0.00491651427226468,0,10863,21,26,"(11) Mainland Fjords",2,2,0,0,0,5,7
"1043",48626,"brown",0.00121796456531983,0,10990,23,23,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0,3,7
"1044",48671,"brown",0.00154455838613405,0,11016,25,30,"(11) Mainland Fjords",2,2,0,0,0,3,7
"1045",48677,"brown",0.0180440462048266,0,11021,15,18,"(11) Mainland Fjords",2,2,0,0,0,7,8
"1046",48885,"brown",0.00593975155964663,0,10990,20,23,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,5,8
"1047",49148,"brown",0.000529978727634696,0,10990,26.5,29,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,2,8
"1048",49431,"brown",0.0035222554983211,0,10994,22.5,28,"(11) Mainland Fjords",2,2,1,0,0,4,8
"1049",49701,"brown",9.26648847750533e-07,0,11152,55.164927972,62.70918367,"(11) Mainland Fjords",5,0,0,5,0,1,8
"1050",49702,"brown",0.000211434851861273,0,11152,38.835324795,49.78820533,"(11) Mainland Fjords",4,0,1,4,0,2,8
"1051",49743,"brown",0.00160251799531474,0,11174,27,34,"(11) Mainland Fjords",2,2,0,0,0,3,8
"1052",50271,"brown",0.00146289144976152,0,11171,29.4,29.4,"(11) Mainland Fjords",1,0,1,1,0,3,8
"1053",50532,"brown",0,0,11171,69.66666667,69.66666667,"(11) Mainland Fjords",1,0,1,1,0,1,8
"1054",51022,"brown",0.0011541948017712,0,11304,26,31,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,2,8
"1055",51044,"brown",0.000231118932184706,0,11311,27,27,"(11) Mainland Fjords",1,1,0,0,0,2,8
"1056",51072,"brown",0.0165567747783197,0,11330,17.6666666666667,23,"(11) Mainland Fjords",3,3,0,0,0,7,8
"1057",51284,"brown",0.000179702621908213,0,11302,51.6456714866667,62.71969697,"(13) Eastern Queen Charlotte Sound",3,0,0,3,0,1,8
"1058",51285,"brown",2.80372918046045e-06,0,11302,49.7,49.7,"(13) Eastern Queen Charlotte Sound",1,0,0,1,0,1,8
"1059",51336,"brown",0.000137085290933405,0,11330,28,28,"(11) Mainland Fjords",1,1,0,0,0,1,8
"1060",51339,"brown",0.0341178567623268,0,11331,17.4,27,"(11) Mainland Fjords",5,5,1,0,0,7,8
"1061",51343,"brown",0.00846774309897933,0,11332,16,16,"(11) Mainland Fjords",1,1,0,1,0,6,8
"1062",51549,"brown",0.0050920876823461,0,11302,21.5,25,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,5,8
"1063",51573,"brown",0.0062066336921371,0,11310,23.25,32,"(11) Mainland Fjords",8,8,2,0,0,6,8
"1064",51581,"brown",0.040195227383504,0,11314,19.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,8,8
"1065",51600,"brown",0.000220790408823008,0,11330,27,27,"(11) Mainland Fjords",1,1,0,0,0,2,8
"1066",51789,"brown",0.0107409831102075,0,11455,16,16,"(10 Aristazabal Banks Upwelling",2,2,1,0,0,6,8
"1067",51809,"brown",0.00147702406895609,0,11460,34.2166666666667,45.3,"(13) Eastern Queen Charlotte Sound",3,0,0,3,0,3,8
"1068",51810,"brown",0.00435723311033647,0,11460,20,22,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,4,8
"1069",52085,"brown",0.0179784701914472,0,11460,22.3952221691667,30,"(13) Eastern Queen Charlotte Sound",10,4,0,6,0,7,8
"1070",52086,"brown",0.000468346610361407,0,11461,41.8559544157143,63.76385542,"(13) Eastern Queen Charlotte Sound",7,0,0,7,0,2,8
"1071",52353,"brown",0.0037450366222544,0,11460,22.75,30,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0,4,8
"1072",52354,"brown",0.00932683345620892,0,11460,17,17,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,6,8
"1073",52357,"brown",0.00624959623213376,0,11461,22,28,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,6,8
"1074",52636,"brown",0.0110164605989658,0,11463,20.5,26,"(13) Eastern Queen Charlotte Sound",2,2,1,0,0,6,8
"1075",52650,"brown",0.00119488531519091,0,11470,26,30,"(11) Mainland Fjords",2,2,0,0,0,2,8
"1076",52655,"brown",0.0785328288387005,0,11471,16.6666666666667,28,"(11) Mainland Fjords",3,3,0,0,0,10,8
"1077",52889,"brown",0.0239150758100802,0,11617,18.3333333333333,26,"(13) Eastern Queen Charlotte Sound",3,3,0,0,0,7,8
"1078",53135,"brown",0.00567873425922543,0,11611,18,18,"(10 Aristazabal Banks Upwelling",1,1,0,0,0,5,8
"1079",53140,"brown",0.00524572907194864,0,11612,18.5,21,"(10 Aristazabal Banks Upwelling",2,2,0,0,0,5,8
"1080",53195,"brown",0.00217211443899803,0,11630,25,30,"(11) Mainland Fjords",2,2,0,0,0,3,8
"1081",53222,"brown",0.000537863617741785,0,11648,26.5,30,"(11) Mainland Fjords",2,2,0,0,0,2,8
"1082",53433,"brown",0.000876402921414637,0,11619,24,24,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0,2,8
"1083",53689,"brown",3.29655279214508e-05,0,11616,53.554142697,62.35284553,"(13) Eastern Queen Charlotte Sound",10,0,2,10,0,1,8
"1084",53727,"brown",0.00108448148856291,0,11629,31.26666667,31.26666667,"(11) Mainland Fjords",1,0,1,1,0,2,8
"1085",53954,"brown",0.00243059878005377,0,11774,25.5,30,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0,3,8
"1086",53982,"brown",0.0937525480540435,0,11786,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,10,8
"1087",54229,"brown",0.00516918879528678,0,11779,18.5,20,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,5,8
"1088",54239,"brown",0.0125565600618249,0,11785,15,15,"(11) Mainland Fjords",2,2,0,0,0,6,8
"1089",54264,"brown",0.054997869099929,0,11806,15,25,"(11) Mainland Fjords",3,3,0,0,0,9,8
"1090",54511,"brown",0.0665596636647418,0,11788,16.6666666666667,27,"(11) Mainland Fjords",3,3,0,0,0,10,8
"1091",54718,"brown",0.00578218750091925,0,11771,21,26,"(10 Aristazabal Banks Upwelling",2,2,0,0,0,5,8
"1092",54720,"brown",2.14797774210234e-05,0,11771,50.1415109485714,67.31666667,"(10 Aristazabal Banks Upwelling",7,0,0,7,0,1,8
"1093",54750,"brown",0.101948960064693,0,11780,6.5,8,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,10,8
"1094",54767,"brown",0.00312473928499192,0,11789,22.5,27,"(11) Mainland Fjords",2,2,0,0,12,4,8
"1095",54964,"brown",0.000361323352738717,0,11926,27,29,"(10 Aristazabal Banks Upwelling",2,2,0,0,0,2,9
"1096",54975,"brown",0.00214745576675686,0,11929,45.6005055157895,69.590625,"(10 Aristazabal Banks Upwelling",19,0,0,24,0,3,9
"1097",55000,"brown",0.000523421939784604,0,11937,26.5,30,"(13) Eastern Queen Charlotte Sound",2,2,1,0,0,2,9
"1098",55003,"brown",0.0510464651270238,0,11938,17.3333333333333,30,"(13) Eastern Queen Charlotte Sound",3,3,0,0,0,8,9
"1099",55005,"brown",0.00515763685770296,0,11938,24.75,31,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0,5,9
"1100",55006,"brown",0.0445858795094697,0,11939,16.8333333333333,30,"(13) Eastern Queen Charlotte Sound",6,6,0,0,0,8,9
"1101",55241,"brown",0.00333856413023093,0,11932,25.5,31,"(10 Aristazabal Banks Upwelling",2,2,0,0,0,4,9
"1102",55261,"brown",0.0347675015562432,0,11939,17,25,"(13) Eastern Queen Charlotte Sound",3,3,0,0,0,7,9
"1103",55266,"brown",0.00835157816122315,0,11943,20,25,"(11) Mainland Fjords",2,2,0,0,0,6,9
"1104",55514,"brown",0.0102981557179928,0,11938,25.16462833,44.52325581,"(13) Eastern Queen Charlotte Sound",4,1,3,3,0,6,9
"1105",55733,"brown",0.00629530315059493,0,11926,19.5,23,"(10 Aristazabal Banks Upwelling",2,2,0,0,0,6,9
"1106",55766,"brown",0.00371386819122682,0,11937,33.6682469866667,48.53655914,"(13) Eastern Queen Charlotte Sound",3,0,0,3,0,4,9
"1107",55783,"brown",0.00254157596166874,0,11947,24,30,"(11) Mainland Fjords",2,2,0,0,0,3,9
"1108",56001,"brown",0.000699619408995748,0,12088,28.5,34,"(10 Aristazabal Banks Upwelling",2,2,0,0,0,2,9
"1109",56251,"brown",0.000947561340792844,0,12088,24,26,"(10 Aristazabal Banks Upwelling",2,2,0,0,0,2,9
"1110",56292,"brown",0.0497523017921954,0,12124,14.6666666666667,24,"(11) Mainland Fjords",3,3,0,0,0,8,9
"1111",56494,"brown",0.00564429222571001,0,12088,23,30,"(10 Aristazabal Banks Upwelling",4,4,0,0,0,5,9
"1112",56503,"brown",0.0033681164072264,0,12093,22.5,26,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,4,9
"1113",56514,"brown",0.00572097617365851,0,12096,19,22,"(13) Eastern Queen Charlotte Sound",4,4,1,0,0,5,9
"1114",56515,"brown",0.0075058838025655,0,12096,17,17,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0,6,9
"1115",56757,"brown",0.00476876544294816,0,12093,22.5,27,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,5,9
"1116",56767,"brown",0.00690428138183143,0,12096,18,18,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,6,9
"1117",57023,"brown",0.00571599024139463,0,12251,21,25,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,5,9
"1118",57033,"brown",0.0341086017758236,0,12254,19.6666666666667,31,"(13) Eastern Queen Charlotte Sound",3,3,0,0,0,7,9
"1119",57290,"brown",0.000712244048975847,0,12253,26.5,30,"(13) Eastern Queen Charlotte Sound",2,2,2,0,0,2,9
"1120",57507,"brown",3.87548416432303e-09,0,12242,68.71690141,68.71690141,"(10 Aristazabal Banks Upwelling",1,0,0,2,0,1,9
"1121",57542,"brown",0.0850174784113601,0,12254,17.3333333333333,29,"(13) Eastern Queen Charlotte Sound",3,3,0,0,0,10,9
"1122",57551,"brown",0.00539308953427625,0,12258,21.3333333333333,28,"(11) Mainland Fjords",3,3,0,0,0,5,9
"1123",57766,"brown",0.00381769467711445,0,12242,29.4135441483333,61.32972973,"(10 Aristazabal Banks Upwelling",20,2,0,18,0,4,9
"1124",57799,"brown",0.0620068017605799,0,12253,16.6666666666667,27,"(13) Eastern Queen Charlotte Sound",3,3,0,0,0,9,9
"1125",57813,"brown",0.0587931480345579,0,12258,33.7902439033333,69.57073171,"(11) Mainland Fjords",3,0,0,3,0,9,9
"1126",57832,"brown",0.060120309519216,0,12284,15.6666666666667,26,"(11) Mainland Fjords",3,3,0,0,0,9,9
"1127",58030,"brown",0.000820282885831478,0,12400,31.48769231,31.48769231,"(10 Aristazabal Banks Upwelling",1,0,0,1,0,2,9
"1128",58031,"brown",0.00337307643065511,0,12400,21.5,24,"(10 Aristazabal Banks Upwelling",2,2,0,0,0,4,9
"1129",58058,"brown",0.0133152801800003,0,12410,21.5,28,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,6,9
"1130",58060,"brown",0.0191859737409474,0,12411,29.4208333333333,45.1,"(13) Eastern Queen Charlotte Sound",11,8,2,3,0,7,9
"1131",58061,"brown",0.0103939001066662,0,12411,17,18,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,6,9
"1132",58071,"brown",0.00311217871677268,0,12415,22,26,"(11) Mainland Fjords",2,2,0,0,0,4,9
"1133",58317,"brown",0.086969269011416,0,12410,17.3333333333333,27,"(13) Eastern Queen Charlotte Sound",3,3,2,0,0,10,9
"1134",58319,"brown",0.00334284020368106,0,12411,38.42122436625,55.66969697,"(13) Eastern Queen Charlotte Sound",8,0,0,8,0,4,9
"1135",58320,"brown",0.00140675637589578,0,12411,23.5,26,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,3,9
"1136",58324,"brown",0.0278392005758153,0,12412,13,13,"(11) Mainland Fjords",2,2,0,0,0,7,9
"1137",58574,"brown",0.00308659897447698,0,12409,22,25,"(11) Mainland Fjords",2,2,0,0,0,4,9
"1138",58580,"brown",0.014155065323675,0,12411,27.1968656816667,39.75882353,"(13) Eastern Queen Charlotte Sound",11,8,1,3,0,6,9
"1139",58584,"brown",0.0711978470270061,0,12412,17,29,"(11) Mainland Fjords",3,3,0,0,0,10,9
"1140",58601,"brown",0.000217850041119687,0,12419,41.89133653,67.51679766,"(11) Mainland Fjords",5,0,0,6,0,2,9
"1141",58833,"brown",0.00173462001762837,0,12409,22,22,"(11) Mainland Fjords",1,1,0,0,0,3,9
"1142",58838,"brown",0.0111502121211898,0,12411,22.5946546927273,25.04565217,"(13) Eastern Queen Charlotte Sound",11,0,0,11,0,6,9
"1143",58839,"brown",0.00585929601629806,0,12411,30.58729071,51.18579545,"(13) Eastern Queen Charlotte Sound",11,0,0,11,0,5,9
"1144",58840,"brown",0.00557350023651106,0,12411,22.5,28,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,5,9
"1145",58842,"brown",0.0205680001140141,0,12412,16.6666666666667,23,"(11) Mainland Fjords",3,3,0,0,0,7,10
"1146",58844,"brown",0.0593572351065756,0,12412,17.3333333333333,31,"(11) Mainland Fjords",3,3,0,0,0,9,10
"1147",58851,"brown",0.00156758435955144,0,12416,25,30,"(11) Mainland Fjords",2,2,0,0,0,3,10
"1148",58861,"brown",5.77545470976147e-07,0,12419,61.8907283525,69.60176934,"(11) Mainland Fjords",4,0,0,4,0,1,10
"1149",58862,"brown",0.00628285796690252,0,12419,32.1399331033333,69.87339901,"(11) Mainland Fjords",8,2,1,7,0,6,10
"1150",58863,"brown",9.47919229619454e-07,0,12419,55.367764625,60.66654529,"(11) Mainland Fjords",2,0,0,2,0,1,10
"1151",59079,"brown",0.0152428233276742,0,12558,15,15,"(10 Aristazabal Banks Upwelling",2,2,0,0,0,6,10
"1152",59102,"brown",0.00375077191837661,0,12566,23.5,29,"(11) Mainland Fjords",2,2,0,0,0,4,10
"1153",59121,"brown",0.00167946614255043,0,12574,25.5,31,"(11) Mainland Fjords",2,2,0,0,0,3,10
"1154",59619,"brown",0.0169101097813729,0,12566,16,19,"(11) Mainland Fjords",2,2,0,0,0,7,10
"1155",59626,"brown",0.0366390064636609,0,12570,21,33,"(11) Mainland Fjords",5,5,0,0,0,8,10
"1156",59627,"brown",0.00496247344294834,0,12570,23,29,"(11) Mainland Fjords",2,2,0,0,0,5,10
"1157",59631,"brown",0.00162679928891967,0,12574,26,32,"(11) Mainland Fjords",2,2,0,0,0,3,10
"1158",59855,"brown",0.0271788887758797,0,12559,12,12,"(10 Aristazabal Banks Upwelling",2,2,0,0,0,7,10
"1159",59871,"brown",0.00476705276032641,0,12565,22.5,28,"(11) Mainland Fjords",2,2,0,0,0,5,10
"1160",60138,"brown",0.00044095113592344,0,12734,44.1026692922222,59.58461538,"(11) Mainland Fjords",9,0,1,10,0,2,10
"1161",60410,"brown",0.0664718605074284,0,12742,18,31,"(11) Mainland Fjords",3,3,0,0,0,10,10
"1162",60411,"brown",0.00131712484297628,0,12742,25,30,"(11) Mainland Fjords",2,2,0,0,0,3,10
"1163",60415,"brown",0.00258784194284962,0,12743,23,28,"(11) Mainland Fjords",2,2,0,0,0,3,10
"1164",60668,"brown",0.058571487224417,0,12741,17.6666666666667,29,"(11) Mainland Fjords",3,3,0,0,9,9,10
"1165",60673,"brown",0.0486653397567949,0,12743,17.6666666666667,31,"(11) Mainland Fjords",3,3,0,0,0,8,10
"1166",60678,"brown",0.0625803557449047,0,12759,17,30,"(11) Mainland Fjords",3,3,0,0,0,9,10
"1167",60923,"brown",0.0324441254225893,0,12741,20.8,30,"(11) Mainland Fjords",5,5,0,0,0,7,10
"1168",61161,"brown",0.0216750063009704,0,12897,24.4239503952778,67.21290323,"(11) Mainland Fjords",23,5,0,18,6,7,10
"1169",61414,"brown",0.0804641480678633,0,12898,16.3333333333333,29,"(11) Mainland Fjords",3,3,0,0,0,10,10
"1170",62120,"brown",0.00473092179030082,0,13034,23,29,"(10 Aristazabal Banks Upwelling",2,2,0,0,0,5,10
"1171",62155,"brown",0.0584897047815312,0,13053,16.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,9,10
"1172",62396,"brown",0.0694877397671607,0,13051,15.3333333333333,27,"(11) Mainland Fjords",3,3,0,0,0,10,10
"1173",62617,"brown",0.00541787785938441,0,13035,18,18,"(10 Aristazabal Banks Upwelling",1,1,0,0,0,5,10
"1174",62641,"brown",0.0379176028992046,0,13050,17.6666666666667,31,"(11) Mainland Fjords",6,6,0,0,0,8,10
"1175",63150,"brown",1.03036823927679e-08,0,13213,66.784126985,67.95714286,"(11) Mainland Fjords",2,0,1,4,0,1,10
"1176",63151,"brown",0.020369374864882,0,13213,39.28477347,61.06521739,"(11) Mainland Fjords",8,5,0,3,0,7,10
"1177",63374,"brown",0.00478869852677508,0,13193,22,27,"(11) Mainland Fjords",2,2,0,0,0,5,10
"1178",63401,"brown",0.0010708741166941,0,13213,28.5,35,"(11) Mainland Fjords",2,2,4,3,0,2,10
"1179",63629,"brown",0.00420770670298227,0,13194,23.5,29,"(11) Mainland Fjords",2,2,0,0,0,4,10
"1180",63652,"brown",0.000846301145344326,0,13207,35.388306748,47.75952381,"(11) Mainland Fjords",5,0,0,6,0,2,10
"1181",63901,"brown",0.0322788531511517,0,13206,18.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,7,10
"1182",64416,"brown",0.0363563850456397,0,13361,17.3333333333333,27,"(11) Mainland Fjords",3,3,0,0,0,8,10
"1183",64935,"brown",0.0215184941019109,0,13361,18,27,"(11) Mainland Fjords",3,3,0,0,0,7,10
"1184",65463,"brown",0.0037826948306726,0,13529,22.5,27,"(11) Mainland Fjords",2,2,0,0,0,4,10
"1185",65721,"brown",0.0575162416480674,0,13523,17,28,"(11) Mainland Fjords",3,3,0,0,0,9,10
"1186",69652,"brown",0.0457538736750032,0,14154,14.6666666666667,24,"(11) Mainland Fjords",3,3,0,0,0,8,10
"1187",70113,"brown",0.049814058742679,0,14312,19.1666666666667,36,"(11) Mainland Fjords",6,6,0,0,0,8,10
"1188",70363,"brown",0.0533372244786851,0,14314,20.3333333333333,34,"(11) Mainland Fjords",3,3,0,0,0,9,10
"1189",21500,"canary",0.210270126799148,0.114864864864865,6267,28.5,30,"(11) Mainland Fjords",2,5,0,0,0,9,9
"1190",21711,"canary",0.0249233167752604,0.0135135135135135,6424,28,28,"(11) Mainland Fjords",1,2,0,0,0,7,7
"1191",21938,"canary",0.0676361890279171,0.0405405405405405,6424,18,18,"(11) Mainland Fjords",1,3,0,0,0,7,7
"1192",21939,"canary",0.555578465536365,0.364864864864865,6425,29,30,"(11) Mainland Fjords",2,4,0,0,0,10,10
"1193",22163,"canary",0.133540479826707,0.0743243243243243,6425,32,32,"(11) Mainland Fjords",2,6,0,0,0,9,9
"1194",23419,"canary",0.432245918400645,0.5,6736,55,55,"(13) Eastern Queen Charlotte Sound",1,0,1,0,0,10,10
"1195",23420,"canary",1,1,6736,84,84,"(13) Eastern Queen Charlotte Sound",2,0,0,2,0,10,10
"1196",24058,"canary",0.021645206669399,0.0135135135135135,6742,25,25,"(11) Mainland Fjords",1,3,0,0,0,7,7
"1197",24678,"canary",0.15358917906688,0.108108108108108,6896,20,20,"(11) Mainland Fjords",1,4,0,0,0,9,9
"1198",24694,"canary",0.0428145284142787,0.027027027027027,6900,30,30,"(11) Mainland Fjords",1,3,0,0,0,7,7
"1199",24888,"canary",0.263298114933074,0.25,6895,35,56,"(13) Eastern Queen Charlotte Sound",1,0,1,0,0,10,10
"1200",25122,"canary",0.00883113336597871,0,7057,84.32284159,84.32284159,"(11) Mainland Fjords",1,2,0,7,0,6,1
"1201",25123,"canary",0.0048131178165388,0,7057,95.962083335,99.28541667,"(11) Mainland Fjords",2,0,0,5,0,4,1
"1202",25335,"canary",0.0246413169788405,0.0196487688430194,7057,90.5059523925,113,"(11) Mainland Fjords",4,0,0,4,0,7,7
"1203",25341,"canary",0.0688955899977585,0.0540540540540541,7058,27,27,"(11) Mainland Fjords",1,3,0,0,0,8,8
"1204",25536,"canary",1,1,7054,32,32,"(11) Mainland Fjords",1,3,0,0,0,10,10
"1205",25956,"canary",0.00572323401283694,0,7214,94,94,"(11) Mainland Fjords",1,3,3,6,0,5,1
"1206",25967,"canary",0.00278117952778579,0,7217,24,30,"(11) Mainland Fjords",2,2,0,0,0,3,1
"1207",26574,"canary",4.87872449983436e-05,0,7217,185.7,185.7,"(11) Mainland Fjords",2,0,0,2,0,1,1
"1208",26575,"canary",0.00226727135926876,0,7217,111.612191364286,132.2,"(11) Mainland Fjords",7,0,0,3,0,2,1
"1209",26769,"canary",0.00180062637464394,0,7372,114.93055555,123.0333333,"(11) Mainland Fjords",6,0,0,6,0,2,1
"1210",26780,"canary",0.00275509574328683,0,7375,117.75,117.75,"(11) Mainland Fjords",1,0,0,10,0,3,1
"1211",26977,"canary",0.00336039691503613,0,7372,113.05,114.375,"(11) Mainland Fjords",2,0,0,2,0,3,1
"1212",26978,"canary",0.00554547391214679,0,7373,101.2666667,101.2666667,"(11) Mainland Fjords",1,0,0,1,0,5,1
"1213",27192,"canary",0.0855447581677158,0.0470871763559682,7376,31,31,"(11) Mainland Fjords",1,3,0,2,0,8,8
"1214",27986,"canary",0.0024049002172646,0,7529,128.38333335,137.9666667,"(11) Mainland Fjords",2,0,0,2,0,2,1
"1215",28184,"canary",0.00357733627030069,0,7529,125.0694915,125.0694915,"(11) Mainland Fjords",1,0,0,1,0,4,1
"1216",28381,"canary",0.00163925905537608,0,7687,111.784242475556,154.5222222,"(11) Mainland Fjords",9,0,0,1,0,2,1
"1217",28578,"canary",0.00495729610387461,0,7687,100.46,100.46,"(11) Mainland Fjords",1,0,0,2,0,5,1
"1218",28983,"canary",0.00277364933202177,0,7686,120.367958333333,154.1585526,"(11) Mainland Fjords",3,0,0,2,0,3,1
"1219",28984,"canary",0.0032521851298382,0,7687,111.11025641,118.7,"(11) Mainland Fjords",3,3,0,6,0,3,1
"1220",28985,"canary",0.00572134539541573,0,7687,88.472902365,91.38333333,"(11) Mainland Fjords",2,0,0,4,0,5,1
"1221",28986,"canary",0.000323784667143295,0,7687,171.436234833333,192.8684211,"(11) Mainland Fjords",3,0,0,3,0,1,2
"1222",28989,"canary",0.00140694415948597,0,7688,101.11833333,102.5,"(11) Mainland Fjords",10,0,0,10,0,2,2
"1223",29183,"canary",0.00502294899026751,0,7843,16,16,"(11) Mainland Fjords",1,3,0,0,0,5,2
"1224",29189,"canary",0.0720126034943195,0.0339199528658547,7845,30.6,30.6,"(11) Mainland Fjords",1,5,0,6,0,8,7
"1225",29193,"canary",0.00329908809086241,0,7846,100.74166665,100.8333333,"(11) Mainland Fjords",2,3,0,2,0,3,2
"1226",29194,"canary",0.00209435910805611,0,7846,92.4358333325,100.45,"(11) Mainland Fjords",8,3,0,3,0,2,2
"1227",29196,"canary",0.0110727169172078,0,7847,87.6,87.6,"(11) Mainland Fjords",1,3,0,3,0,6,2
"1228",29398,"canary",0.00291315766343722,0,7845,133.55642023,171.3774319,"(11) Mainland Fjords",2,3,0,1,0,3,2
"1229",30049,"canary",0.238071455753548,0.148648648648649,7999,26,30,"(11) Mainland Fjords",2,11,0,0,0,9,9
"1230",30058,"canary",0.00390809192003527,0,8001,107.33375,134.06,"(11) Mainland Fjords",4,2,0,3,0,4,2
"1231",30945,"canary",0.0104239907154531,0,8157,26,26,"(11) Mainland Fjords",1,5,0,0,0,6,2
"1232",30947,"canary",0.373364047293308,0.18018018018018,8159,26,32,"(11) Mainland Fjords",3,4,0,0,0,10,9
"1233",31161,"canary",0.0210146127796921,0.00997933792774732,8155,93.43229166625,119.1,"(11) Mainland Fjords",8,0,0,4,0,7,6
"1234",31162,"canary",0.00360583384387452,0,8155,99.8308333325,117.6,"(11) Mainland Fjords",4,0,0,2,0,4,2
"1235",31165,"canary",0.00651297730288519,0,8156,100,100,"(11) Mainland Fjords",1,2,1,0,0,5,2
"1236",31593,"canary",0.00442895498705658,0,8155,115.47727275,124.5545455,"(13) Eastern Queen Charlotte Sound",2,0,0,1,0,4,2
"1237",31597,"canary",0.00382092308007022,0,8156,112.41041665,124.3333333,"(11) Mainland Fjords",2,0,0,1,0,4,2
"1238",31613,"canary",0.0449112489437764,0.027027027027027,8160,28,28,"(11) Mainland Fjords",1,6,0,0,0,7,7
"1239",31802,"canary",0.301695458119424,0.493998754720918,8312,105.6,105.6,"(13) Eastern Queen Charlotte Sound",1,0,0,1,0,10,10
"1240",31812,"canary",0.230406270708594,0.180684169948941,8315,36.70882353,42.41764706,"(11) Mainland Fjords",2,3,0,3,0,9,9
"1241",31813,"canary",0.00127436377780903,0,8315,112.04495781,140.5865177,"(11) Mainland Fjords",10,0,0,7,0,1,2
"1242",32237,"canary",0.0174900546657972,0.0135135135135135,8314,31,31,"(11) Mainland Fjords",1,2,0,0,0,6,7
"1243",32241,"canary",0.0122168413888443,0,8315,85.7462963,85.7462963,"(11) Mainland Fjords",1,3,0,3,0,6,2
"1244",32243,"canary",0.00547337582847216,0,8316,98.0047619,98.0047619,"(11) Mainland Fjords",1,0,0,2,0,5,2
"1245",32253,"canary",0.204886224702455,0.25,8318,30,30,"(11) Mainland Fjords",1,0,1,4,0,9,10
"1246",32469,"canary",0.0233762191077248,0.0135135135135135,8318,30,30,"(11) Mainland Fjords",1,3,0,0,0,7,7
"1247",32676,"canary",0.0775090688759911,0.0540540540540541,8473,31,31,"(11) Mainland Fjords",1,3,0,0,0,8,8
"1248",32691,"canary",0.006537887756555,0,8484,87.7,87.7,"(11) Mainland Fjords",1,3,0,1,0,6,2
"1249",32908,"canary",0.129141725343521,0.0608108108108108,8476,23,30,"(11) Mainland Fjords",2,11,0,9,0,9,8
"1250",33117,"canary",0.881472405717483,0.466216216216216,8473,22.5,29,"(11) Mainland Fjords",2,2,0,0,0,10,10
"1251",33128,"canary",0.566011581303123,0.486486486486486,8476,24,24,"(11) Mainland Fjords",1,2,0,0,0,10,10
"1252",33537,"canary",0.0780405299814719,0.0540540540540541,8628,34,34,"(13) Eastern Queen Charlotte Sound",1,2,0,0,0,8,8
