Descriptive.ID,Date,Transect.Transect.Number,Depth,GlassSponge1,GlassSponge2,GlassSponge3,Species,TL,Multiplier,PU_1Km_ID,PU_4Km_ID
drw-25-09-2019,25-Sep-19,2,18,0,0,0,copper,18,1,57,7060
drw-25-09-2019,25-Sep-19,2,18,0,0,0,puget sound,10,25,57,7060
eth-25-09-2019,25-Sep-19,1,30,1,1,1,quillback,34,1,92,7534
drw-25-09-2019,25-Sep-19,1,30,0,0,0,redstripe,7,3,57,7060
eth-25-09-2019,25-Sep-19,1,30,1,1,1,quillback,32,2,92,7534
drw-25-09-2019,25-Sep-19,2,18,0,0,0,quillback,18,1,57,7060
eth-25-09-2019,25-Sep-19,3,5,0,0,0,black & yellowtail,7,250,92,7534
eth-25-09-2019,25-Sep-19,1,30,1,1,1,quillback,28,1,92,7534
drw-25-09-2019,25-Sep-19,1,30,0,0,0,quillback,20,1,57,7060
drw-25-09-2019,25-Sep-19,2,18,0,0,0,quillback,15,1,57,7060
drw-25-09-2019,25-Sep-19,2,18,0,0,0,quillback,17,1,57,7060
eth-25-09-2019,25-Sep-19,3,5,0,0,0,copper,18,3,92,7534
drw-25-09-2019,25-Sep-19,2,18,0,0,0,quillback,20,1,57,7060
eth-25-09-2019,25-Sep-19,1,30,1,1,1,yellowtail,28,3,92,7534
drw-25-09-2019,25-Sep-19,1,30,0,0,0,black & yellowtail,5,15,57,7060
drw-25-09-2019,25-Sep-19,3,5,0,0,0,black & yellowtail,5,35,57,7060
drw-25-09-2019,25-Sep-19,3,5,0,0,0,yellowtail,12,50,57,7060
drw-25-09-2019,25-Sep-19,2,18,0,0,0,yellowtail,20,50,57,7060
drw-25-09-2019,25-Sep-19,2,18,0,0,0,yellowtail,22,20,57,7060
drw-25-09-2019,25-Sep-19,2,18,0,0,0,widow,15,50,57,7060
drw-25-09-2019,25-Sep-19,2,18,0,0,0,widow,20,30,57,7060
drw-25-09-2019,25-Sep-19,1,30,0,0,0,quillback,15,1,57,7060
eth-25-09-2019,25-Sep-19,2,18,1,1,1,widow,23,32,92,7534
eth-25-09-2019,25-Sep-19,3,5,0,0,0,yellowtail,14,11,92,7534
eth-25-09-2019,25-Sep-19,2,18,1,1,1,quillback,22,1,92,7534
eth-25-09-2019,25-Sep-19,2,18,1,1,1,widow,20,160,92,7534
eth-25-09-2019,25-Sep-19,2,18,1,1,1,yellowtail,20,22,92,7534
eth-25-09-2019,25-Sep-19,2,18,1,1,1,yellowtail,25,8,92,7534
eth-25-09-2019,25-Sep-19,2,18,1,1,1,quillback,25,1,92,7534
ncc-24-09-2019,24-Sep-19,2,16,0,0,0,copper,36,4,62,7054
ncc-24-09-2019,24-Sep-19,2,16,0,0,0,copper,26,3,62,7054
ncc-24-09-2019,24-Sep-19,2,16,0,0,0,copper,15,5,62,7054
ncc-24-09-2019,24-Sep-19,1,30,1,1,1,quillback,36,5,62,7054
ncc-24-09-2019,24-Sep-19,1,30,1,1,1,widow,8,300,62,7054
ncc-24-09-2019,24-Sep-19,1,30,1,1,1,black & yellowtail,8,1500,62,7054
ncc-24-09-2019,24-Sep-19,1,30,1,1,1,copper,36,4,62,7054
ncc-24-09-2019,24-Sep-19,1,30,1,1,1,copper,42,3,62,7054
ncc-24-09-2019,24-Sep-19,2,16,0,0,0,copper,12,3,62,7054
ncc-24-09-2019,24-Sep-19,1,30,1,1,1,vermillion,38,1,62,7054
ncc-24-09-2019,24-Sep-19,2,16,0,0,0,quillback,15,3,62,7054
ncc-24-09-2019,24-Sep-19,1,30,1,1,1,quillback,38,4,62,7054
ncc-24-09-2019,24-Sep-19,1,30,1,1,1,quillback,18,11,62,7054
ncc-24-09-2019,24-Sep-19,1,30,1,1,1,quillback,15,5,62,7054
ncc-24-09-2019,24-Sep-19,2,16,0,0,0,quillback,17,2,62,7054
ncc-24-09-2019,24-Sep-19,1,30,1,1,1,vermillion,33,1,62,7054
exp-24-09-2019,24-Sep-19,1,33,0,0,0,quillback,38,3,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,quillback,40,2,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,quillback,33,7,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,copper,44,2,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,bocaccio,35,7,159,8001
exp-24-09-2019,24-Sep-19,3,5,0,0,0,copper,22,3,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,copper,38,6,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,copper,33,4,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,bocaccio,44,12,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,widow,33,22,159,8001
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,20,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,18,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,25,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,20,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,25,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,25,1,201,8315
joe-24-09-2019,24-Sep-19,3,5,0,0,0,china,10,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,22,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,20,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,yellowtail,15,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,copper,22,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,copper,25,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,copper,20,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,copper,18,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,copper,20,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,copper,25,7,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,widow,25,3000,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,widow,20,4000,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,copper,20,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,copper,25,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,puget sound,5,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,deacon,25,5,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,puget sound,5,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,20,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,puget sound,10,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,22,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,22,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,15,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,18,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,quillback,25,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,widow,15,3000,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,quillback,12,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,china,10,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,china,25,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,china,20,1,201,8315
joe-24-09-2019,24-Sep-19,1,30,0,0,0,puget sound,5,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,copper,20,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,china,20,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,quillback,18,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,quillback,10,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,quillback,25,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,quillback,20,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,quillback,15,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,black,17,5,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,black,25,10,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,vermillion,30,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,yellowtail,30,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,yellowtail,18,20,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,yellowtail,18,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,yellowtail,25,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,yellowtail,20,1,201,8315
joe-24-09-2019,24-Sep-19,2,18,0,0,0,copper,30,1,201,8315
enc-24-09-2019,24-Sep-19,1,32,0,0,0,quillback,20,15,58,7054
enc-24-09-2019,24-Sep-19,1,32,0,0,0,quillback,20,1,58,7054
enc-24-09-2019,24-Sep-19,1,32,0,0,0,quillback,15,1,58,7054
enc-24-09-2019,24-Sep-19,1,32,0,0,0,quillback,18,1,58,7054
enc-24-09-2019,24-Sep-19,1,32,0,0,0,quillback,20,1,58,7054
enc-24-09-2019,24-Sep-19,1,32,0,0,0,quillback,25,1,58,7054
enc-24-09-2019,24-Sep-19,1,32,0,0,0,quillback,22,1,58,7054
exp-24-09-2019,24-Sep-19,2,18,0,0,0,yellowtail,33,3,159,8001
enc-24-09-2019,24-Sep-19,1,32,0,0,0,quillback,25,1,58,7054
exp-24-09-2019,24-Sep-19,1,33,0,0,0,yellowtail,33,62,159,8001
enc-24-09-2019,24-Sep-19,1,32,0,0,0,canary,25,25,58,7054
enc-24-09-2019,24-Sep-19,1,32,0,0,0,canary,20,50,58,7054
enc-24-09-2019,24-Sep-19,1,32,0,0,0,quillback,20,1,58,7054
enc-24-09-2019,24-Sep-19,1,32,0,0,0,black & yellowtail,4,150,58,7054
exp-24-09-2019,24-Sep-19,2,18,0,0,0,quillback,28,1,159,8001
enc-24-09-2019,24-Sep-19,3,5,0,0,0,yellowtail,10,5,58,7054
enc-24-09-2019,24-Sep-19,3,5,0,0,0,black & yellowtail,4,50,58,7054
exp-24-09-2019,24-Sep-19,1,33,0,0,0,yellowtail,38,93,159,8001
enc-24-09-2019,24-Sep-19,1,32,0,0,0,widow,4,150,58,7054
exp-24-09-2019,24-Sep-19,2,18,0,0,0,yellowtail,48,4,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,yellowtail,30,22,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,yellowtail,36,110,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,yelloweye,46,1,159,8001
exp-24-09-2019,24-Sep-19,2,18,0,0,0,yellowtail,40,8,159,8001
exp-24-09-2019,24-Sep-19,1,33,0,0,0,yellowtail,42,50,159,8001
exp-24-09-2019,24-Sep-19,2,18,0,0,0,quillback,22,1,159,8001
exp-24-09-2019,24-Sep-19,2,18,0,0,0,quillback,30,1,159,8001
wsb-23-09-2019,23-Sep-19,2,18,0,0,0,yellowtail,15,20,152,7853
wsb-23-09-2019,23-Sep-19,3,5,0,0,0,black & yellowtail,4,20,152,7853
wsb-23-09-2019,23-Sep-19,3,5,0,0,0,yellowtail,12,50,152,7853
wsb-23-09-2019,23-Sep-19,1,30,0,0,0,none,NA,0,152,7853
wsb-23-09-2019,23-Sep-19,2,18,0,0,0,black & yellowtail,4,70,152,7853
wsb-23-09-2019,23-Sep-19,2,18,0,0,0,black & yellowtail,4,5,152,7853
wsb-23-09-2019,23-Sep-19,2,18,0,0,0,puget sound,10,5,152,7853
ekb-23-09-2019,23-Sep-19,3,5,0,0,0,quillback,17,2,165,8012
ekb-23-09-2019,23-Sep-19,1,30,0,1,1,quillback,38,1,165,8012
ekb-23-09-2019,23-Sep-19,2,18,1,1,1,quillback,28,1,165,8012
ekb-23-09-2019,23-Sep-19,2,18,1,1,1,quillback,32,1,165,8012
ekb-23-09-2019,23-Sep-19,3,5,0,0,0,yellowtail,16,8,165,8012
ekb-23-09-2019,23-Sep-19,3,5,0,0,0,black & yellowtail,6,88,165,8012
wnp-22-09-2019,22-Sep-19,1,22,1,1,1,redstripe,18,1,147,7851
stp-22-09-2019,22-Sep-19,2,9,0,0,0,quillback,12,1,136,7851
stp-22-09-2019,22-Sep-19,2,9,0,0,0,quillback,15,1,136,7851
stp-22-09-2019,22-Sep-19,2,9,0,0,0,quillback,11,1,136,7851
stp-22-09-2019,22-Sep-19,2,9,0,0,0,quillback,9,1,136,7851
wnp-22-09-2019,22-Sep-19,3,5,0,0,0,none,NA,0,147,7851
wnp-22-09-2019,22-Sep-19,2,12,0,0,0,black & yellowtail,4,10,147,7851
stp-22-09-2019,22-Sep-19,1,29,0,0,0,none,NA,0,136,7851
stp-22-09-2019,22-Sep-19,2,9,0,0,0,yellowtail,9,12,136,7851
mpw-22-09-2019,22-Sep-19,1,30,1,2,2,widow,15,9,141,7852
mpw-22-09-2019,22-Sep-19,2,18,1,1,1,widow,26,1,141,7852
mpw-22-09-2019,22-Sep-19,1,30,1,2,2,redstripe,12,5,141,7852
mpw-22-09-2019,22-Sep-19,1,30,1,2,2,redstripe,15,7,141,7852
mpw-22-09-2019,22-Sep-19,1,30,1,2,2,widow,13,5,141,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,puget sound,8,22,150,7852
mpw-22-09-2019,22-Sep-19,2,18,1,1,1,redstripe,8,95,141,7852
mpw-22-09-2019,22-Sep-19,2,18,1,1,1,black & yellowtail,8,88,141,7852
mpw-22-09-2019,22-Sep-19,2,18,1,1,1,yellowtail,13,38,141,7852
mpw-22-09-2019,22-Sep-19,2,18,1,1,1,yellowtail,15,22,141,7852
mpw-22-09-2019,22-Sep-19,2,18,1,1,1,widow,17,83,141,7852
mpw-22-09-2019,22-Sep-19,2,18,1,1,1,widow,15,38,141,7852
mpw-22-09-2019,22-Sep-19,2,18,1,1,1,yellowtail,15,8,141,7852
mpw-22-09-2019,22-Sep-19,2,18,1,1,1,quillback,28,1,141,7852
mpw-22-09-2019,22-Sep-19,1,30,1,2,2,puget sound,11,6,141,7852
mpw-22-09-2019,22-Sep-19,3,5,0,0,0,widow,14,5,141,7852
mpw-22-09-2019,22-Sep-19,3,5,0,0,0,black & yellowtail,8,200,141,7852
mpw-22-09-2019,22-Sep-19,3,5,0,0,0,yellowtail,15,5,141,7852
mpw-22-09-2019,22-Sep-19,3,5,0,0,0,yellowtail,15,4,141,7852
mpw-22-09-2019,22-Sep-19,3,5,0,0,0,yellowtail,18,3,141,7852
mpw-22-09-2019,22-Sep-19,1,30,1,2,2,puget sound,9,8,141,7852
mcp-22-09-2019,22-Sep-19,3,5,0,0,0,widow,18,15,151,7852
mcw-22-09-2019,22-Sep-19,1,30,2,2,2,shortbelly,17,1,150,7852
mcp-22-09-2019,22-Sep-19,3,5,0,0,0,black & yellowtail,4,5,151,7852
mcp-22-09-2019,22-Sep-19,3,5,0,0,0,quillback,15,1,151,7852
mcp-22-09-2019,22-Sep-19,3,5,0,0,0,quillback,18,1,151,7852
mcp-22-09-2019,22-Sep-19,3,5,0,0,0,quillback,20,1,151,7852
mcp-22-09-2019,22-Sep-19,3,5,0,0,0,quillback,25,1,151,7852
mcw-22-09-2019,22-Sep-19,1,30,2,2,2,greenstriped,16,1,150,7852
mcp-22-09-2019,22-Sep-19,3,5,0,0,0,widow,20,25,151,7852
mcp-22-09-2019,22-Sep-19,3,5,0,0,0,black,15,50,151,7852
mcp-22-09-2019,22-Sep-19,3,5,0,0,0,yellowtail,15,75,151,7852
mcp-22-09-2019,22-Sep-19,3,5,0,0,0,yellowtail,15,200,151,7852
mcp-22-09-2019,22-Sep-19,3,5,0,0,0,quillback,22,1,151,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,redstripe,15,3,150,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,redstripe,17,4,150,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,yellowtail,17,150,150,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,yellowtail,17,80,150,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,widow,17,200,150,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,widow,15,300,150,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,widow,17,75,150,7852
mcw-22-09-2019,22-Sep-19,1,30,2,2,2,shortbelly,12,1,150,7852
mpw-22-09-2019,22-Sep-19,2,18,1,1,1,redstripe,12,22,141,7852
mcw-22-09-2019,22-Sep-19,1,30,2,2,2,redstripe,15,2,150,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,yellowtail,15,150,150,7852
mcw-22-09-2019,22-Sep-19,3,5,0,0,0,yellowtail,15,14,150,7852
mcw-22-09-2019,22-Sep-19,3,5,0,0,0,yellowtail,18,23,150,7852
mcw-22-09-2019,22-Sep-19,3,5,0,0,0,yellowtail,20,5,150,7852
mcw-22-09-2019,22-Sep-19,3,5,0,0,0,widow,16,22,150,7852
mcw-22-09-2019,22-Sep-19,3,5,0,0,0,widow,15,80,150,7852
mcw-22-09-2019,22-Sep-19,3,5,0,0,0,widow,25,1,150,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,puget sound,8,3,150,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,widow,15,89,150,7852
mcw-22-09-2019,22-Sep-19,2,17,1,1,1,yellowtail,15,66,150,7852
msw-21-09-2019,21-Sep-19,2,18,3,2,2,quillback,14,1,194,8326
msw-21-09-2019,21-Sep-19,3,5,0,0,0,yellowtail,16,13,194,8326
msw-21-09-2019,21-Sep-19,3,5,0,0,0,yellowtail,14,20,194,8326
msw-21-09-2019,21-Sep-19,2,18,3,2,2,yellowtail,17,9,194,8326
msw-21-09-2019,21-Sep-19,2,18,3,2,2,yellowtail,15,22,194,8326
msw-21-09-2019,21-Sep-19,2,18,3,2,2,redstripe,7,3,194,8326
msw-21-09-2019,21-Sep-19,3,5,0,0,0,quillback,13,4,194,8326
msw-21-09-2019,21-Sep-19,2,18,3,2,2,redstripe,14,5,194,8326
msw-21-09-2019,21-Sep-19,1,33,3,3,3,yelloweye,10,1,194,8326
msw-21-09-2019,21-Sep-19,2,18,3,2,2,quillback,16,1,194,8326
msw-21-09-2019,21-Sep-19,2,18,3,2,2,quillback,18,1,194,8326
msw-21-09-2019,21-Sep-19,2,18,3,2,2,quillback,15,4,194,8326
msw-21-09-2019,21-Sep-19,1,33,3,3,3,yelloweye,12,1,194,8326
msw-21-09-2019,21-Sep-19,1,33,3,3,3,yelloweye,10,1,194,8326
msw-21-09-2019,21-Sep-19,2,18,3,2,2,redstripe,8,9,194,8326
msw-21-09-2019,21-Sep-19,3,5,0,0,0,quillback,15,2,194,8326
msw-21-09-2019,21-Sep-19,1,33,3,3,3,yelloweye,14,1,194,8326
hft-21-09-2019,21-Sep-19,2,15,1,1,1,quillback,18,1,163,8009
hft-21-09-2019,21-Sep-19,2,15,1,1,1,black & yellowtail,4,2,163,8009
hft-21-09-2019,21-Sep-19,1,27,2,2,2,yellowtail,15,4,163,8009
hft-21-09-2019,21-Sep-19,3,5,0,0,0,none,NA,0,163,8009
hft-21-09-2019,21-Sep-19,1,27,2,2,2,quillback,30,1,163,8009
hft-21-09-2019,21-Sep-19,1,27,2,2,2,quillback,22,1,163,8009
hft-21-09-2019,21-Sep-19,1,27,2,2,2,quillback,12,1,163,8009
hft-21-09-2019,21-Sep-19,2,15,1,1,1,yellowtail,10,1,163,8009
hft-21-09-2019,21-Sep-19,2,15,1,1,1,quillback,22,1,163,8009
hft-21-09-2019,21-Sep-19,2,15,1,1,1,yellowtail,12,1,163,8009
hft-21-09-2019,21-Sep-19,1,27,2,2,2,yelloweye,15,1,163,8009
owl-21-09-2019,21-Sep-19,3,5,0,0,0,none,NA,0,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,black & yellowtail,4,5,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,puget sound,10,2,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,yellowtail,9,1,170,8168
owl-21-09-2019,21-Sep-19,2,18,1,1,1,puget sound,18,30,170,8168
owl-21-09-2019,21-Sep-19,2,18,1,1,1,puget sound,15,50,170,8168
owl-21-09-2019,21-Sep-19,2,18,1,1,1,yelloweye,20,1,170,8168
owl-21-09-2019,21-Sep-19,2,18,1,1,1,quillback,25,1,170,8168
owl-21-09-2019,21-Sep-19,2,18,1,1,1,quillback,20,1,170,8168
owl-21-09-2019,21-Sep-19,2,18,1,1,1,quillback,30,1,170,8168
owl-21-09-2019,21-Sep-19,2,18,1,1,1,quillback,20,1,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,yelloweye,15,1,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,puget sound,15,10,170,8168
owl-21-09-2019,21-Sep-19,2,18,1,1,1,redstripe,15,6,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,yellowtail,10,1,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,yelloweye,10,1,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,quillback,25,1,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,quillback,20,1,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,quillback,30,1,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,quillback,15,1,170,8168
owl-21-09-2019,21-Sep-19,2,18,1,1,1,greenstriped,20,1,170,8168
owl-21-09-2019,21-Sep-19,2,18,1,1,1,widow,25,10,170,8168
owl-21-09-2019,21-Sep-19,2,18,1,1,1,widow,20,20,170,8168
owl-21-09-2019,21-Sep-19,1,25,2,2,2,redstripe,12,5,170,8168
drc-21-09-2019,21-Sep-19,2,15,1,1,1,yellowtail,14,1,178,8165
drc-21-09-2019,21-Sep-19,2,15,1,1,1,yellowtail,16,1,178,8165
drc-21-09-2019,21-Sep-19,3,5,0,0,0,yellowtail,13,150,178,8165
drc-21-09-2019,21-Sep-19,3,5,0,0,0,quillback,12,4,178,8165
drc-21-09-2019,21-Sep-19,3,5,0,0,0,quillback,15,3,178,8165
drc-21-09-2019,21-Sep-19,3,5,0,0,0,quillback,10,5,178,8165
drc-21-09-2019,21-Sep-19,2,15,1,1,1,yellowtail,12,1,178,8165
drc-21-09-2019,21-Sep-19,2,15,1,1,1,quillback,12,1,178,8165
drc-21-09-2019,21-Sep-19,1,28,1,1,1,quillback,10,1,178,8165
drc-21-09-2019,21-Sep-19,2,15,1,1,1,quillback,18,1,178,8165
drc-21-09-2019,21-Sep-19,1,28,1,1,1,quillback,11,1,178,8165
drc-21-09-2019,21-Sep-19,1,28,1,1,1,quillback,12,1,178,8165
drc-21-09-2019,21-Sep-19,1,28,1,1,1,quillback,13,1,178,8165
drc-21-09-2019,21-Sep-19,1,28,1,1,1,quillback,38,1,178,8165
drc-21-09-2019,21-Sep-19,1,28,1,1,1,quillback,20,1,178,8165
drc-21-09-2019,21-Sep-19,2,15,1,1,1,quillback,14,1,178,8165
drc-21-09-2019,21-Sep-19,1,28,1,1,1,quillback,15,1,178,8165
trp-20-09-2019,20-Sep-19,2,18,0,0,0,vermillion,22,1,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,black & yellowtail,4,150,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,quillback,12,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,quillback,20,2,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,yellowtail,25,50,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,quillback,15,2,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,vermillion,20,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,black & yellowtail,4,50,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,yellowtail,20,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,quillback,10,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,quillback,18,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,quillback,17,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,quillback,22,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,quillback,22,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,copper,25,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,vermillion,25,2,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,quillback,15,1,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,puget sound,5,10,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,puget sound,12,7,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,copper,30,1,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,vermillion,25,2,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,yellowtail,25,50,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,yellowtail,15,20,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,yellowtail,20,25,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,yellowtail,30,25,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,quillback,25,1,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,quillback,17,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,copper,20,1,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,quillback,17,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,quillback,20,1,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,quillback,12,2,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,quillback,20,2,97,7528
trp-20-09-2019,20-Sep-19,3,5,0,0,0,black,17,10,97,7528
trp-20-09-2019,20-Sep-19,3,5,0,0,0,black & yellowtail,4,50,97,7528
trp-20-09-2019,20-Sep-19,3,5,0,0,0,yellowtail,20,5,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,copper,30,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,copper,27,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,copper,25,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,copper,27,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,quillback,25,2,97,7528
trp-20-09-2019,20-Sep-19,1,30,1,1,1,quillback,20,2,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,yellowtail,25,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,yellowtail,15,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,yellowtail,18,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,quillback,15,1,97,7528
trp-20-09-2019,20-Sep-19,2,18,0,0,0,yellowtail,20,4,97,7528
fhw-20-09-2019,20-Sep-19,1,33,2,2,0,quillback,18,5,106,7686
fhw-20-09-2019,20-Sep-19,1,33,2,2,0,quillback,24,2,106,7686
fhw-20-09-2019,20-Sep-19,1,33,2,2,0,quillback,28,4,106,7686
fhw-20-09-2019,20-Sep-19,1,33,2,2,0,quillback,30,3,106,7686
fhw-20-09-2019,20-Sep-19,1,33,2,2,0,quillback,36,3,106,7686
fhw-20-09-2019,20-Sep-19,1,33,2,2,0,quillback,32,1,106,7686
fhw-20-09-2019,20-Sep-19,1,33,2,2,0,yelloweye,28,1,106,7686
